process,nevents,seed
minbias,10000,59001973
minbias,10000,59001974
minbias,10000,59001975
minbias,10000,59001976
minbias,10000,59001977
minbias,10000,59001978
minbias,10000,59001979
minbias,10000,59001980
minbias,10000,59001981
minbias,10000,59001982
minbias,10000,59001983
minbias,10000,59001984
minbias,10000,59001985
minbias,10000,59001986
minbias,10000,59001987
minbias,10000,59001988
minbias,10000,59001989
minbias,10000,59001990
minbias,10000,59001991
minbias,10000,59001992
minbias,10000,59001993
minbias,10000,59001994
minbias,10000,59001995
minbias,10000,59001996
minbias,10000,59001997
minbias,10000,59001998
minbias,10000,59001999
minbias,10000,59002000
minbias,10000,59002001
minbias,10000,59002002
minbias,10000,59002003
minbias,10000,59002004
minbias,10000,59002005
minbias,10000,59002006
minbias,10000,59002007
minbias,10000,59002008
minbias,10000,59002009
minbias,10000,59002010
minbias,10000,59002011
minbias,10000,59002012
minbias,10000,59002013
minbias,10000,59002014
minbias,10000,59002015
minbias,10000,59002016
minbias,10000,59002017
minbias,10000,59002018
minbias,10000,59002019
minbias,10000,59002020
minbias,10000,59002021
minbias,10000,59002022
minbias,10000,59002023
minbias,10000,59002024
minbias,10000,59002025
minbias,10000,59002026
minbias,10000,59002027
minbias,10000,59002028
minbias,10000,59002029
minbias,10000,59002030
minbias,10000,59002031
minbias,10000,59002032
minbias,10000,59002033
minbias,10000,59002034
minbias,10000,59002035
minbias,10000,59002036
minbias,10000,59002037
minbias,10000,59002038
minbias,10000,59002039
minbias,10000,59002040
minbias,10000,59002041
minbias,10000,59002042
minbias,10000,59002043
minbias,10000,59002044
minbias,10000,59002045
minbias,10000,59002046
minbias,10000,59002047
minbias,10000,59002048
minbias,10000,59002049
minbias,10000,59002050
minbias,10000,59002051
minbias,10000,59002052
minbias,10000,59002053
minbias,10000,59002054
minbias,10000,59002055
minbias,10000,59002056
minbias,10000,59002057
minbias,10000,59002058
minbias,10000,59002059
minbias,10000,59002060
minbias,10000,59002061
minbias,10000,59002062
minbias,10000,59002063
minbias,10000,59002064
minbias,10000,59002065
minbias,10000,59002066
minbias,10000,59002067
minbias,10000,59002068
minbias,10000,59002069
minbias,10000,59002070
minbias,10000,59002071
minbias,10000,59002072
minbias,10000,59002073
minbias,10000,59002074
minbias,10000,59002075
minbias,10000,59002076
minbias,10000,59002077
minbias,10000,59002078
minbias,10000,59002079
minbias,10000,59002080
minbias,10000,59002081
minbias,10000,59002082
minbias,10000,59002083
minbias,10000,59002084
minbias,10000,59002085
minbias,10000,59002086
minbias,10000,59002087
minbias,10000,59002088
minbias,10000,59002089
minbias,10000,59002090
minbias,10000,59002091
minbias,10000,59002092
minbias,10000,59002093
minbias,10000,59002094
minbias,10000,59002095
minbias,10000,59002096
minbias,10000,59002097
minbias,10000,59002098
minbias,10000,59002099
minbias,10000,59002100
minbias,10000,59002101
minbias,10000,59002102
minbias,10000,59002103
minbias,10000,59002104
minbias,10000,59002105
minbias,10000,59002106
minbias,10000,59002107
minbias,10000,59002108
minbias,10000,59002109
minbias,10000,59002110
minbias,10000,59002111
minbias,10000,59002112
minbias,10000,59002113
minbias,10000,59002114
minbias,10000,59002115
minbias,10000,59002116
minbias,10000,59002117
minbias,10000,59002118
minbias,10000,59002119
minbias,10000,59002120
minbias,10000,59002121
minbias,10000,59002122
minbias,10000,59002123
minbias,10000,59002124
minbias,10000,59002125
minbias,10000,59002126
minbias,10000,59002127
minbias,10000,59002128
minbias,10000,59002129
minbias,10000,59002130
minbias,10000,59002131
minbias,10000,59002132
minbias,10000,59002133
minbias,10000,59002134
minbias,10000,59002135
minbias,10000,59002136
minbias,10000,59002137
minbias,10000,59002138
minbias,10000,59002139
minbias,10000,59002140
minbias,10000,59002141
minbias,10000,59002142
minbias,10000,59002143
minbias,10000,59002144
minbias,10000,59002145
minbias,10000,59002146
minbias,10000,59002147
minbias,10000,59002148
minbias,10000,59002149
minbias,10000,59002150
minbias,10000,59002151
minbias,10000,59002152
minbias,10000,59002153
minbias,10000,59002154
minbias,10000,59002155
minbias,10000,59002156
minbias,10000,59002157
minbias,10000,59002158
minbias,10000,59002159
minbias,10000,59002160
minbias,10000,59002161
minbias,10000,59002162
minbias,10000,59002163
minbias,10000,59002164
minbias,10000,59002165
minbias,10000,59002166
minbias,10000,59002167
minbias,10000,59002168
minbias,10000,59002169
minbias,10000,59002170
minbias,10000,59002171
minbias,10000,59002172
minbias,10000,59002173
minbias,10000,59002174
minbias,10000,59002175
minbias,10000,59002176
minbias,10000,59002177
minbias,10000,59002178
minbias,10000,59002179
minbias,10000,59002180
minbias,10000,59002181
minbias,10000,59002182
minbias,10000,59002183
minbias,10000,59002184
minbias,10000,59002185
minbias,10000,59002186
minbias,10000,59002187
minbias,10000,59002188
minbias,10000,59002189
minbias,10000,59002190
minbias,10000,59002191
minbias,10000,59002192
minbias,10000,59002193
minbias,10000,59002194
minbias,10000,59002195
minbias,10000,59002196
minbias,10000,59002197
minbias,10000,59002198
minbias,10000,59002199
minbias,10000,59002200
minbias,10000,59002201
minbias,10000,59002202
minbias,10000,59002203
minbias,10000,59002204
minbias,10000,59002205
minbias,10000,59002206
minbias,10000,59002207
minbias,10000,59002208
minbias,10000,59002209
minbias,10000,59002210
minbias,10000,59002211
minbias,10000,59002212
minbias,10000,59002213
minbias,10000,59002214
minbias,10000,59002215
minbias,10000,59002216
minbias,10000,59002217
minbias,10000,59002218
minbias,10000,59002219
minbias,10000,59002220
minbias,10000,59002221
minbias,10000,59002222
minbias,10000,59002223
minbias,10000,59002224
minbias,10000,59002225
minbias,10000,59002226
minbias,10000,59002227
minbias,10000,59002228
minbias,10000,59002229
minbias,10000,59002230
minbias,10000,59002231
minbias,10000,59002232
minbias,10000,59002233
minbias,10000,59002234
minbias,10000,59002235
minbias,10000,59002236
minbias,10000,59002237
minbias,10000,59002238
minbias,10000,59002239
minbias,10000,59002240
minbias,10000,59002241
minbias,10000,59002242
minbias,10000,59002243
minbias,10000,59002244
minbias,10000,59002245
minbias,10000,59002246
minbias,10000,59002247
minbias,10000,59002248
minbias,10000,59002249
minbias,10000,59002250
minbias,10000,59002251
minbias,10000,59002252
minbias,10000,59002253
minbias,10000,59002254
minbias,10000,59002255
minbias,10000,59002256
minbias,10000,59002257
minbias,10000,59002258
minbias,10000,59002259
minbias,10000,59002260
minbias,10000,59002261
minbias,10000,59002262
minbias,10000,59002263
minbias,10000,59002264
minbias,10000,59002265
minbias,10000,59002266
minbias,10000,59002267
minbias,10000,59002268
minbias,10000,59002269
minbias,10000,59002270
minbias,10000,59002271
minbias,10000,59002272
minbias,10000,59002273
minbias,10000,59002274
minbias,10000,59002275
minbias,10000,59002276
minbias,10000,59002277
minbias,10000,59002278
minbias,10000,59002279
minbias,10000,59002280
minbias,10000,59002281
minbias,10000,59002282
minbias,10000,59002283
minbias,10000,59002284
minbias,10000,59002285
minbias,10000,59002286
minbias,10000,59002287
minbias,10000,59002288
minbias,10000,59002289
minbias,10000,59002290
minbias,10000,59002291
minbias,10000,59002292
minbias,10000,59002293
minbias,10000,59002294
minbias,10000,59002295
minbias,10000,59002296
minbias,10000,59002297
minbias,10000,59002298
minbias,10000,59002299
minbias,10000,59002300
minbias,10000,59002301
minbias,10000,59002302
minbias,10000,59002303
minbias,10000,59002304
minbias,10000,59002305
minbias,10000,59002306
minbias,10000,59002307
minbias,10000,59002308
minbias,10000,59002309
minbias,10000,59002310
minbias,10000,59002311
minbias,10000,59002312
minbias,10000,59002313
minbias,10000,59002314
minbias,10000,59002315
minbias,10000,59002316
minbias,10000,59002317
minbias,10000,59002318
minbias,10000,59002319
minbias,10000,59002320
minbias,10000,59002321
minbias,10000,59002322
minbias,10000,59002323
minbias,10000,59002324
minbias,10000,59002325
minbias,10000,59002326
minbias,10000,59002327
minbias,10000,59002328
minbias,10000,59002329
minbias,10000,59002330
minbias,10000,59002331
minbias,10000,59002332
minbias,10000,59002333
minbias,10000,59002334
minbias,10000,59002335
minbias,10000,59002336
minbias,10000,59002337
minbias,10000,59002338
minbias,10000,59002339
minbias,10000,59002340
minbias,10000,59002341
minbias,10000,59002342
minbias,10000,59002343
minbias,10000,59002344
minbias,10000,59002345
minbias,10000,59002346
minbias,10000,59002347
minbias,10000,59002348
minbias,10000,59002349
minbias,10000,59002350
minbias,10000,59002351
minbias,10000,59002352
minbias,10000,59002353
minbias,10000,59002354
minbias,10000,59002355
minbias,10000,59002356
minbias,10000,59002357
minbias,10000,59002358
minbias,10000,59002359
minbias,10000,59002360
minbias,10000,59002361
minbias,10000,59002362
minbias,10000,59002363
minbias,10000,59002364
minbias,10000,59002365
minbias,10000,59002366
minbias,10000,59002367
minbias,10000,59002368
minbias,10000,59002369
minbias,10000,59002370
minbias,10000,59002371
minbias,10000,59002372
minbias,10000,59002373
minbias,10000,59002374
minbias,10000,59002375
minbias,10000,59002376
minbias,10000,59002377
minbias,10000,59002378
minbias,10000,59002379
minbias,10000,59002380
minbias,10000,59002381
minbias,10000,59002382
minbias,10000,59002383
minbias,10000,59002384
minbias,10000,59002385
minbias,10000,59002386
minbias,10000,59002387
minbias,10000,59002388
minbias,10000,59002389
minbias,10000,59002390
minbias,10000,59002391
minbias,10000,59002392
minbias,10000,59002393
minbias,10000,59002394
minbias,10000,59002395
minbias,10000,59002396
minbias,10000,59002397
minbias,10000,59002398
minbias,10000,59002399
minbias,10000,59002400
minbias,10000,59002401
minbias,10000,59002402
minbias,10000,59002403
minbias,10000,59002404
minbias,10000,59002405
minbias,10000,59002406
minbias,10000,59002407
minbias,10000,59002408
minbias,10000,59002409
minbias,10000,59002410
minbias,10000,59002411
minbias,10000,59002412
minbias,10000,59002413
minbias,10000,59002414
minbias,10000,59002415
minbias,10000,59002416
minbias,10000,59002417
minbias,10000,59002418
minbias,10000,59002419
minbias,10000,59002420
minbias,10000,59002421
minbias,10000,59002422
minbias,10000,59002423
minbias,10000,59002424
minbias,10000,59002425
minbias,10000,59002426
minbias,10000,59002427
minbias,10000,59002428
minbias,10000,59002429
minbias,10000,59002430
minbias,10000,59002431
minbias,10000,59002432
minbias,10000,59002433
minbias,10000,59002434
minbias,10000,59002435
minbias,10000,59002436
minbias,10000,59002437
minbias,10000,59002438
minbias,10000,59002439
minbias,10000,59002440
minbias,10000,59002441
minbias,10000,59002442
minbias,10000,59002443
minbias,10000,59002444
minbias,10000,59002445
minbias,10000,59002446
minbias,10000,59002447
minbias,10000,59002448
minbias,10000,59002449
minbias,10000,59002450
minbias,10000,59002451
minbias,10000,59002452
minbias,10000,59002453
minbias,10000,59002454
minbias,10000,59002455
minbias,10000,59002456
minbias,10000,59002457
minbias,10000,59002458
minbias,10000,59002459
minbias,10000,59002460
minbias,10000,59002461
minbias,10000,59002462
minbias,10000,59002463
minbias,10000,59002464
minbias,10000,59002465
minbias,10000,59002466
minbias,10000,59002467
minbias,10000,59002468
minbias,10000,59002469
minbias,10000,59002470
minbias,10000,59002471
minbias,10000,59002472
minbias,10000,59002473
minbias,10000,59002474
minbias,10000,59002475
minbias,10000,59002476
minbias,10000,59002477
minbias,10000,59002478
minbias,10000,59002479
minbias,10000,59002480
minbias,10000,59002481
minbias,10000,59002482
minbias,10000,59002483
minbias,10000,59002484
minbias,10000,59002485
minbias,10000,59002486
minbias,10000,59002487
minbias,10000,59002488
minbias,10000,59002489
minbias,10000,59002490
minbias,10000,59002491
minbias,10000,59002492
minbias,10000,59002493
minbias,10000,59002494
minbias,10000,59002495
minbias,10000,59002496
minbias,10000,59002497
minbias,10000,59002498
minbias,10000,59002499
minbias,10000,59002500
minbias,10000,59002501
minbias,10000,59002502
minbias,10000,59002503
minbias,10000,59002504
minbias,10000,59002505
minbias,10000,59002506
minbias,10000,59002507
minbias,10000,59002508
minbias,10000,59002509
minbias,10000,59002510
minbias,10000,59002511
minbias,10000,59002512
minbias,10000,59002513
minbias,10000,59002514
minbias,10000,59002515
minbias,10000,59002516
minbias,10000,59002517
minbias,10000,59002518
minbias,10000,59002519
minbias,10000,59002520
minbias,10000,59002521
minbias,10000,59002522
minbias,10000,59002523
minbias,10000,59002524
minbias,10000,59002525
minbias,10000,59002526
minbias,10000,59002527
minbias,10000,59002528
minbias,10000,59002529
minbias,10000,59002530
minbias,10000,59002531
minbias,10000,59002532
minbias,10000,59002533
minbias,10000,59002534
minbias,10000,59002535
minbias,10000,59002536
minbias,10000,59002537
minbias,10000,59002538
minbias,10000,59002539
minbias,10000,59002540
minbias,10000,59002541
minbias,10000,59002542
minbias,10000,59002543
minbias,10000,59002544
minbias,10000,59002545
minbias,10000,59002546
minbias,10000,59002547
minbias,10000,59002548
minbias,10000,59002549
minbias,10000,59002550
minbias,10000,59002551
minbias,10000,59002552
minbias,10000,59002553
minbias,10000,59002554
minbias,10000,59002555
minbias,10000,59002556
minbias,10000,59002557
minbias,10000,59002558
minbias,10000,59002559
minbias,10000,59002560
minbias,10000,59002561
minbias,10000,59002562
minbias,10000,59002563
minbias,10000,59002564
minbias,10000,59002565
minbias,10000,59002566
minbias,10000,59002567
minbias,10000,59002568
minbias,10000,59002569
minbias,10000,59002570
minbias,10000,59002571
minbias,10000,59002572
minbias,10000,59002573
minbias,10000,59002574
minbias,10000,59002575
minbias,10000,59002576
minbias,10000,59002577
minbias,10000,59002578
minbias,10000,59002579
minbias,10000,59002580
minbias,10000,59002581
minbias,10000,59002582
minbias,10000,59002583
minbias,10000,59002584
minbias,10000,59002585
minbias,10000,59002586
minbias,10000,59002587
minbias,10000,59002588
minbias,10000,59002589
minbias,10000,59002590
minbias,10000,59002591
minbias,10000,59002592
minbias,10000,59002593
minbias,10000,59002594
minbias,10000,59002595
minbias,10000,59002596
minbias,10000,59002597
minbias,10000,59002598
minbias,10000,59002599
minbias,10000,59002600
minbias,10000,59002601
minbias,10000,59002602
minbias,10000,59002603
minbias,10000,59002604
minbias,10000,59002605
minbias,10000,59002606
minbias,10000,59002607
minbias,10000,59002608
minbias,10000,59002609
minbias,10000,59002610
minbias,10000,59002611
minbias,10000,59002612
minbias,10000,59002613
minbias,10000,59002614
minbias,10000,59002615
minbias,10000,59002616
minbias,10000,59002617
minbias,10000,59002618
minbias,10000,59002619
minbias,10000,59002620
minbias,10000,59002621
minbias,10000,59002622
minbias,10000,59002623
minbias,10000,59002624
minbias,10000,59002625
minbias,10000,59002626
minbias,10000,59002627
minbias,10000,59002628
minbias,10000,59002629
minbias,10000,59002630
minbias,10000,59002631
minbias,10000,59002632
minbias,10000,59002633
minbias,10000,59002634
minbias,10000,59002635
minbias,10000,59002636
minbias,10000,59002637
minbias,10000,59002638
minbias,10000,59002639
minbias,10000,59002640
minbias,10000,59002641
minbias,10000,59002642
minbias,10000,59002643
minbias,10000,59002644
minbias,10000,59002645
minbias,10000,59002646
minbias,10000,59002647
minbias,10000,59002648
minbias,10000,59002649
minbias,10000,59002650
minbias,10000,59002651
minbias,10000,59002652
minbias,10000,59002653
minbias,10000,59002654
minbias,10000,59002655
minbias,10000,59002656
minbias,10000,59002657
minbias,10000,59002658
minbias,10000,59002659
minbias,10000,59002660
minbias,10000,59002661
minbias,10000,59002662
minbias,10000,59002663
minbias,10000,59002664
minbias,10000,59002665
minbias,10000,59002666
minbias,10000,59002667
minbias,10000,59002668
minbias,10000,59002669
minbias,10000,59002670
minbias,10000,59002671
minbias,10000,59002672
minbias,10000,59002673
minbias,10000,59002674
minbias,10000,59002675
minbias,10000,59002676
minbias,10000,59002677
minbias,10000,59002678
minbias,10000,59002679
minbias,10000,59002680
minbias,10000,59002681
minbias,10000,59002682
minbias,10000,59002683
minbias,10000,59002684
minbias,10000,59002685
minbias,10000,59002686
minbias,10000,59002687
minbias,10000,59002688
minbias,10000,59002689
minbias,10000,59002690
minbias,10000,59002691
minbias,10000,59002692
minbias,10000,59002693
minbias,10000,59002694
minbias,10000,59002695
minbias,10000,59002696
minbias,10000,59002697
minbias,10000,59002698
minbias,10000,59002699
minbias,10000,59002700
minbias,10000,59002701
minbias,10000,59002702
minbias,10000,59002703
minbias,10000,59002704
minbias,10000,59002705
minbias,10000,59002706
minbias,10000,59002707
minbias,10000,59002708
minbias,10000,59002709
minbias,10000,59002710
minbias,10000,59002711
minbias,10000,59002712
minbias,10000,59002713
minbias,10000,59002714
minbias,10000,59002715
minbias,10000,59002716
minbias,10000,59002717
minbias,10000,59002718
minbias,10000,59002719
minbias,10000,59002720
minbias,10000,59002721
minbias,10000,59002722
minbias,10000,59002723
minbias,10000,59002724
minbias,10000,59002725
minbias,10000,59002726
minbias,10000,59002727
minbias,10000,59002728
minbias,10000,59002729
minbias,10000,59002730
minbias,10000,59002731
minbias,10000,59002732
minbias,10000,59002733
minbias,10000,59002734
minbias,10000,59002735
minbias,10000,59002736
minbias,10000,59002737
minbias,10000,59002738
minbias,10000,59002739
minbias,10000,59002740
minbias,10000,59002741
minbias,10000,59002742
minbias,10000,59002743
minbias,10000,59002744
minbias,10000,59002745
minbias,10000,59002746
minbias,10000,59002747
minbias,10000,59002748
minbias,10000,59002749
minbias,10000,59002750
minbias,10000,59002751
minbias,10000,59002752
minbias,10000,59002753
minbias,10000,59002754
minbias,10000,59002755
minbias,10000,59002756
minbias,10000,59002757
minbias,10000,59002758
minbias,10000,59002759
minbias,10000,59002760
minbias,10000,59002761
minbias,10000,59002762
minbias,10000,59002763
minbias,10000,59002764
minbias,10000,59002765
minbias,10000,59002766
minbias,10000,59002767
minbias,10000,59002768
minbias,10000,59002769
minbias,10000,59002770
minbias,10000,59002771
minbias,10000,59002772
minbias,10000,59002773
minbias,10000,59002774
minbias,10000,59002775
minbias,10000,59002776
minbias,10000,59002777
minbias,10000,59002778
minbias,10000,59002779
minbias,10000,59002780
minbias,10000,59002781
minbias,10000,59002782
minbias,10000,59002783
minbias,10000,59002784
minbias,10000,59002785
minbias,10000,59002786
minbias,10000,59002787
minbias,10000,59002788
minbias,10000,59002789
minbias,10000,59002790
minbias,10000,59002791
minbias,10000,59002792
minbias,10000,59002793
minbias,10000,59002794
minbias,10000,59002795
minbias,10000,59002796
minbias,10000,59002797
minbias,10000,59002798
minbias,10000,59002799
minbias,10000,59002800
minbias,10000,59002801
minbias,10000,59002802
minbias,10000,59002803
minbias,10000,59002804
minbias,10000,59002805
minbias,10000,59002806
minbias,10000,59002807
minbias,10000,59002808
minbias,10000,59002809
minbias,10000,59002810
minbias,10000,59002811
minbias,10000,59002812
minbias,10000,59002813
minbias,10000,59002814
minbias,10000,59002815
minbias,10000,59002816
minbias,10000,59002817
minbias,10000,59002818
minbias,10000,59002819
minbias,10000,59002820
minbias,10000,59002821
minbias,10000,59002822
minbias,10000,59002823
minbias,10000,59002824
minbias,10000,59002825
minbias,10000,59002826
minbias,10000,59002827
minbias,10000,59002828
minbias,10000,59002829
minbias,10000,59002830
minbias,10000,59002831
minbias,10000,59002832
minbias,10000,59002833
minbias,10000,59002834
minbias,10000,59002835
minbias,10000,59002836
minbias,10000,59002837
minbias,10000,59002838
minbias,10000,59002839
minbias,10000,59002840
minbias,10000,59002841
minbias,10000,59002842
minbias,10000,59002843
minbias,10000,59002844
minbias,10000,59002845
minbias,10000,59002846
minbias,10000,59002847
minbias,10000,59002848
minbias,10000,59002849
minbias,10000,59002850
minbias,10000,59002851
minbias,10000,59002852
minbias,10000,59002853
minbias,10000,59002854
minbias,10000,59002855
minbias,10000,59002856
minbias,10000,59002857
minbias,10000,59002858
minbias,10000,59002859
minbias,10000,59002860
minbias,10000,59002861
minbias,10000,59002862
minbias,10000,59002863
minbias,10000,59002864
minbias,10000,59002865
minbias,10000,59002866
minbias,10000,59002867
minbias,10000,59002868
minbias,10000,59002869
minbias,10000,59002870
minbias,10000,59002871
minbias,10000,59002872
minbias,10000,59002873
minbias,10000,59002874
minbias,10000,59002875
minbias,10000,59002876
minbias,10000,59002877
minbias,10000,59002878
minbias,10000,59002879
minbias,10000,59002880
minbias,10000,59002881
minbias,10000,59002882
minbias,10000,59002883
minbias,10000,59002884
minbias,10000,59002885
minbias,10000,59002886
minbias,10000,59002887
minbias,10000,59002888
minbias,10000,59002889
minbias,10000,59002890
minbias,10000,59002891
minbias,10000,59002892
minbias,10000,59002893
minbias,10000,59002894
minbias,10000,59002895
minbias,10000,59002896
minbias,10000,59002897
minbias,10000,59002898
minbias,10000,59002899
minbias,10000,59002900
minbias,10000,59002901
minbias,10000,59002902
minbias,10000,59002903
minbias,10000,59002904
minbias,10000,59002905
minbias,10000,59002906
minbias,10000,59002907
minbias,10000,59002908
minbias,10000,59002909
minbias,10000,59002910
minbias,10000,59002911
minbias,10000,59002912
minbias,10000,59002913
minbias,10000,59002914
minbias,10000,59002915
minbias,10000,59002916
minbias,10000,59002917
minbias,10000,59002918
minbias,10000,59002919
minbias,10000,59002920
minbias,10000,59002921
minbias,10000,59002922
minbias,10000,59002923
minbias,10000,59002924
minbias,10000,59002925
minbias,10000,59002926
minbias,10000,59002927
minbias,10000,59002928
minbias,10000,59002929
minbias,10000,59002930
minbias,10000,59002931
minbias,10000,59002932
minbias,10000,59002933
minbias,10000,59002934
minbias,10000,59002935
minbias,10000,59002936
minbias,10000,59002937
minbias,10000,59002938
minbias,10000,59002939
minbias,10000,59002940
minbias,10000,59002941
minbias,10000,59002942
minbias,10000,59002943
minbias,10000,59002944
minbias,10000,59002945
minbias,10000,59002946
minbias,10000,59002947
minbias,10000,59002948
minbias,10000,59002949
minbias,10000,59002950
minbias,10000,59002951
minbias,10000,59002952
minbias,10000,59002953
minbias,10000,59002954
minbias,10000,59002955
minbias,10000,59002956
minbias,10000,59002957
minbias,10000,59002958
minbias,10000,59002959
minbias,10000,59002960
minbias,10000,59002961
minbias,10000,59002962
minbias,10000,59002963
minbias,10000,59002964
minbias,10000,59002965
minbias,10000,59002966
minbias,10000,59002967
minbias,10000,59002968
minbias,10000,59002969
minbias,10000,59002970
minbias,10000,59002971
minbias,10000,59002972
minbias,10000,59002973
minbias,10000,59002974
minbias,10000,59002975
minbias,10000,59002976
minbias,10000,59002977
minbias,10000,59002978
minbias,10000,59002979
minbias,10000,59002980
minbias,10000,59002981
minbias,10000,59002982
minbias,10000,59002983
minbias,10000,59002984
minbias,10000,59002985
minbias,10000,59002986
minbias,10000,59002987
minbias,10000,59002988
minbias,10000,59002989
minbias,10000,59002990
minbias,10000,59002991
minbias,10000,59002992
minbias,10000,59002993
minbias,10000,59002994
minbias,10000,59002995
minbias,10000,59002996
minbias,10000,59002997
minbias,10000,59002998
minbias,10000,59002999
minbias,10000,59003000
minbias,10000,59003001
minbias,10000,59003002
minbias,10000,59003003
minbias,10000,59003004
minbias,10000,59003005
minbias,10000,59003006
minbias,10000,59003007
minbias,10000,59003008
minbias,10000,59003009
minbias,10000,59003010
minbias,10000,59003011
minbias,10000,59003012
minbias,10000,59003013
minbias,10000,59003014
minbias,10000,59003015
minbias,10000,59003016
minbias,10000,59003017
minbias,10000,59003018
minbias,10000,59003019
minbias,10000,59003020
minbias,10000,59003021
minbias,10000,59003022
minbias,10000,59003023
minbias,10000,59003024
minbias,10000,59003025
minbias,10000,59003026
minbias,10000,59003027
minbias,10000,59003028
minbias,10000,59003029
minbias,10000,59003030
minbias,10000,59003031
minbias,10000,59003032
minbias,10000,59003033
minbias,10000,59003034
minbias,10000,59003035
minbias,10000,59003036
minbias,10000,59003037
minbias,10000,59003038
minbias,10000,59003039
minbias,10000,59003040
minbias,10000,59003041
minbias,10000,59003042
minbias,10000,59003043
minbias,10000,59003044
minbias,10000,59003045
minbias,10000,59003046
minbias,10000,59003047
minbias,10000,59003048
minbias,10000,59003049
minbias,10000,59003050
minbias,10000,59003051
minbias,10000,59003052
minbias,10000,59003053
minbias,10000,59003054
minbias,10000,59003055
minbias,10000,59003056
minbias,10000,59003057
minbias,10000,59003058
minbias,10000,59003059
minbias,10000,59003060
minbias,10000,59003061
minbias,10000,59003062
minbias,10000,59003063
minbias,10000,59003064
minbias,10000,59003065
minbias,10000,59003066
minbias,10000,59003067
minbias,10000,59003068
minbias,10000,59003069
minbias,10000,59003070
minbias,10000,59003071
minbias,10000,59003072
minbias,10000,59003073
minbias,10000,59003074
minbias,10000,59003075
minbias,10000,59003076
minbias,10000,59003077
minbias,10000,59003078
minbias,10000,59003079
minbias,10000,59003080
minbias,10000,59003081
minbias,10000,59003082
minbias,10000,59003083
minbias,10000,59003084
minbias,10000,59003085
minbias,10000,59003086
minbias,10000,59003087
minbias,10000,59003088
minbias,10000,59003089
minbias,10000,59003090
minbias,10000,59003091
minbias,10000,59003092
minbias,10000,59003093
minbias,10000,59003094
minbias,10000,59003095
minbias,10000,59003096
minbias,10000,59003097
minbias,10000,59003098
minbias,10000,59003099
minbias,10000,59003100
minbias,10000,59003101
minbias,10000,59003102
minbias,10000,59003103
minbias,10000,59003104
minbias,10000,59003105
minbias,10000,59003106
minbias,10000,59003107
minbias,10000,59003108
minbias,10000,59003109
minbias,10000,59003110
minbias,10000,59003111
minbias,10000,59003112
minbias,10000,59003113
minbias,10000,59003114
minbias,10000,59003115
minbias,10000,59003116
minbias,10000,59003117
minbias,10000,59003118
minbias,10000,59003119
minbias,10000,59003120
minbias,10000,59003121
minbias,10000,59003122
minbias,10000,59003123
minbias,10000,59003124
minbias,10000,59003125
minbias,10000,59003126
minbias,10000,59003127
minbias,10000,59003128
minbias,10000,59003129
minbias,10000,59003130
minbias,10000,59003131
minbias,10000,59003132
minbias,10000,59003133
minbias,10000,59003134
minbias,10000,59003135
minbias,10000,59003136
minbias,10000,59003137
minbias,10000,59003138
minbias,10000,59003139
minbias,10000,59003140
minbias,10000,59003141
minbias,10000,59003142
minbias,10000,59003143
minbias,10000,59003144
minbias,10000,59003145
minbias,10000,59003146
minbias,10000,59003147
minbias,10000,59003148
minbias,10000,59003149
minbias,10000,59003150
minbias,10000,59003151
minbias,10000,59003152
minbias,10000,59003153
minbias,10000,59003154
minbias,10000,59003155
minbias,10000,59003156
minbias,10000,59003157
minbias,10000,59003158
minbias,10000,59003159
minbias,10000,59003160
minbias,10000,59003161
minbias,10000,59003162
minbias,10000,59003163
minbias,10000,59003164
minbias,10000,59003165
minbias,10000,59003166
minbias,10000,59003167
minbias,10000,59003168
minbias,10000,59003169
minbias,10000,59003170
minbias,10000,59003171
minbias,10000,59003172
minbias,10000,59003173
minbias,10000,59003174
minbias,10000,59003175
minbias,10000,59003176
minbias,10000,59003177
minbias,10000,59003178
minbias,10000,59003179
minbias,10000,59003180
minbias,10000,59003181
minbias,10000,59003182
minbias,10000,59003183
minbias,10000,59003184
minbias,10000,59003185
minbias,10000,59003186
minbias,10000,59003187
minbias,10000,59003188
minbias,10000,59003189
minbias,10000,59003190
minbias,10000,59003191
minbias,10000,59003192
minbias,10000,59003193
minbias,10000,59003194
minbias,10000,59003195
minbias,10000,59003196
minbias,10000,59003197
minbias,10000,59003198
minbias,10000,59003199
minbias,10000,59003200
minbias,10000,59003201
minbias,10000,59003202
minbias,10000,59003203
minbias,10000,59003204
minbias,10000,59003205
minbias,10000,59003206
minbias,10000,59003207
minbias,10000,59003208
minbias,10000,59003209
minbias,10000,59003210
minbias,10000,59003211
minbias,10000,59003212
minbias,10000,59003213
minbias,10000,59003214
minbias,10000,59003215
minbias,10000,59003216
minbias,10000,59003217
minbias,10000,59003218
minbias,10000,59003219
minbias,10000,59003220
minbias,10000,59003221
minbias,10000,59003222
minbias,10000,59003223
minbias,10000,59003224
minbias,10000,59003225
minbias,10000,59003226
minbias,10000,59003227
minbias,10000,59003228
minbias,10000,59003229
minbias,10000,59003230
minbias,10000,59003231
minbias,10000,59003232
minbias,10000,59003233
minbias,10000,59003234
minbias,10000,59003235
minbias,10000,59003236
minbias,10000,59003237
minbias,10000,59003238
minbias,10000,59003239
minbias,10000,59003240
minbias,10000,59003241
minbias,10000,59003242
minbias,10000,59003243
